stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
14hpf,3.34,0,0,0,0,0,0,0,0
24hpf,1,0,0,0,0,0,0,0,0
2dpf,10.84,0.83,0,0.83,0.83,0,0,0.83,0.83
3dpf,20.11,0,1.72,0.57,0,0,0,0,2.3
5dpf,38.25,1.55,2.07,0.52,10.85,0.52,1.55,1.03,11.37
10dpf,18.2,0,0,0,2.51,0,0,0,0
