stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,periderm
2dpf,2.5,0,1.67,1.67,0
3dpf,2.87,0,1.15,0.57,0.57
5dpf,1.55,0,1.55,0,2.07
10dpf,0,0.63,1.88,0,0
