stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
16hpf,0,0,0,16.41,0,0,0,0,0
19hpf,0,0,0,28.46,0,0,0,0,0
24hpf,0,0,0,1,0,0,0,0,0
2dpf,0.83,0,0,36.7,0,1.67,0,0.83,3.34
3dpf,3.45,1.15,0,17.81,0,1.72,0,0,0.57
5dpf,2.07,9.82,3.1,154.01,0.52,8.79,0.52,0.52,6.2
10dpf,3.14,16.94,0.63,83.46,0.63,2.51,0.63,1.26,0.63
