stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,9.17,0,0,0
3dpf,2.87,0.57,1.72,1.72,0,0.57
5dpf,0.52,0,23.77,2.58,0.52,1.55
10dpf,1.26,0,37.65,5.02,0,0
