stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,1.67,0,0,0,0,0
3dpf,5.17,0.57,1.72,5.75,0,0,0
5dpf,0.52,1.55,1.03,4.13,0,0.52,0.52
10dpf,0,0,0,0.63,0.63,0,0
