stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,1.67,0,0.83,6.67,44.21,0,0
3dpf,7.47,0,0,2.3,45.4,0,0
5dpf,0.52,0.52,0,3.1,25.84,0.52,0.52
10dpf,2.51,0.63,0.63,0,25.1,0.63,0
