stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0,0,0,0,0.83
3dpf,6.32,1.15,0,0.57,0,5.75,0,0,8.05
5dpf,1.03,0.52,1.03,0,0.52,1.03,0,0.52,33.59
10dpf,5.65,0,6.28,1.88,0,5.02,1.26,0.63,15.06
