stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,0,113.55,0
12hpf,0,0,0,1.93,1.93,0,0,0,25.06,1.93
14hpf,10.03,0,43.47,6.69,26.75,0,0,0,217.35,6.69
16hpf,14.36,0,8.2,4.1,2.05,0,0,0,36.91,2.05
19hpf,41.59,0,0,2.19,13.14,0,0,10.95,28.46,8.76
24hpf,10,0,11,0,1,1,1,0,1,2
2dpf,216.03,0.83,9.17,27.52,30.86,76.73,10.01,9.17,29.19,83.41
3dpf,867.71,1.15,12.64,7.47,7.47,99.41,2.87,0,6.32,13.22
5dpf,87.86,11.37,10.34,27.91,6.72,74.42,11.89,10.34,10.34,79.59
10dpf,216.5,8.79,35.77,12.55,0.63,20.08,10.67,0,1.88,10.04
