stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,1011.65,10.32,20.65,0,196.14,41.29,0,113.55,381.95,258.07
12hpf,693.99,23.13,19.28,32.77,233.26,65.54,0,212.05,372.06,294.95
14hpf,1287.39,6.69,80.25,86.94,310.98,173.88,13.38,83.6,501.58,745.68
16hpf,988.49,51.27,71.78,73.83,420.42,217.39,47.17,129.2,455.28,639.86
19hpf,1898.02,19.7,56.92,59.11,288.97,151.05,56.92,52.54,194.84,687.4
24hpf,689,12,58,50,226,88,89,7,252,166
2dpf,523.8,28.36,51.71,76.73,306.94,619.72,81.74,17.52,241.05,315.28
3dpf,1135.5,45.97,24.71,22.41,36.78,520.05,24.14,0,52.87,91.94
5dpf,203.63,44.45,105.43,113.7,43.93,695.65,54.27,38.76,164.35,611.41
10dpf,376.52,64.64,70.28,57.73,29.49,559.76,24.47,0,108.56,103.54
