stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,4.17,0,1.67,2.5,1.67,0,0.83,7.51
3dpf,0,0,0.57,0,0,0,0,0.57
5dpf,1.03,0.52,0,0,0,0.52,0,2.58
