stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,notochord,periderm
24hpf,0,0,16,0,0,0,0
2dpf,2.5,0,57.55,0.83,5.84,0.83,0
3dpf,0,0,1.72,0,1.15,0,0
5dpf,0.52,0,38.76,0,2.58,0,1.55
10dpf,2.51,1.88,10.04,0,1.26,0,1.88
