stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
24hpf,0,1,0,0,0,0,0,0,0
2dpf,0,1.67,0,0.83,0,3.34,0,0,0
3dpf,2.3,17.24,0,0,3.45,0,0,0.57,0.57
5dpf,3.1,25.32,0.52,3.1,25.32,4.65,1.03,3.62,13.44
10dpf,60.87,41.42,0.63,1.88,4.39,5.65,0,1.26,0.63
