stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,72.26,0,0,0,41.29,0,0,0,92.91,30.97
12hpf,102.17,0,0,3.86,34.7,1.93,0,5.78,88.68,26.99
14hpf,290.92,0,50.16,13.38,56.85,36.78,13.38,0,297.6,96.97
16hpf,75.88,4.1,24.61,6.15,30.76,20.51,2.05,0,92.29,22.56
19hpf,223.3,2.19,21.89,0,15.32,10.95,26.27,0,59.11,19.7
24hpf,38,2,8,1,10,7,3,0,21,4
2dpf,96.75,7.51,6.67,11.68,35.03,79.24,15.01,1.67,35.87,20.85
3dpf,267.21,9.77,9.77,4.02,8.62,84.47,12.64,0,13.22,30.46
5dpf,50.65,8.79,23.26,21.71,14.47,257.38,12.4,10.85,51.17,181.41
10dpf,166.3,21.34,18.83,35.77,19.45,483.2,10.04,0.63,77.81,44.55
