stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,periderm
2dpf,1.67,0,1.67,3.34,0,0.83
3dpf,20.69,0,0,0,0,0
5dpf,0.52,0,1.03,2.58,0.52,0.52
10dpf,4.39,0.63,0.63,0,0,0
