stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0.83,0,0.83,0.83,1.67,0.83,4.17
3dpf,2.87,0,0.57,1.72,0,0,2.3
5dpf,0,0,0,1.55,0,0,19.64
10dpf,3.77,0.63,0,1.88,0,0,3.77
