stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,2973.01,10.32,30.97,0,454.21,61.94,0,72.26,1362.63,567.76
12hpf,2060.77,44.34,30.84,73.25,472.3,100.24,5.78,65.54,1168.22,435.67
14hpf,1722.09,13.38,153.82,80.25,310.98,137.1,26.75,6.69,775.78,294.26
16hpf,2296.92,77.93,223.54,69.73,697.28,291.22,75.88,32.81,1041.82,652.16
19hpf,1716.32,10.95,67.86,39.41,203.59,102.89,54.73,6.57,280.22,137.92
24hpf,1619,19,121,31,236,117,43,4,426,124
2dpf,528.8,35.03,39.2,62.56,210.19,381.17,65.06,5,211.86,137.62
3dpf,867.71,33.33,22.41,17.81,16.09,234.46,17.24,0,42.52,49.42
5dpf,228.44,22.74,103.37,65.12,51.17,617.61,42.9,37.73,222.75,481.68
10dpf,535.29,56.48,104.17,77.19,51.46,1012.84,32.63,0.63,246.62,99.78
