stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,41.29,10.32,0,0,103.23,0,0,10.32,0,20.65
12hpf,94.46,21.21,0,25.06,229.4,53.98,0,7.71,3.86,32.77
14hpf,314.32,3.34,23.41,50.16,157.16,43.47,0,10.03,0,36.78
16hpf,166.12,10.25,8.2,20.51,112.79,28.71,0,26.66,4.1,43.07
19hpf,271.46,0,2.19,10.95,30.65,0,4.38,8.76,2.19,21.89
24hpf,111,3,0,3,27,6,2,0,0,18
2dpf,301.1,3.34,5,11.68,75.9,193.51,8.34,5.84,5.84,139.29
3dpf,416.62,18.39,1.72,9.19,37.93,140.79,0.57,0,1.15,118.95
5dpf,89.93,38.25,5.17,25.32,22.22,117.32,6.72,8.27,5.69,312.16
10dpf,175.71,36.4,10.67,16.94,20.71,102.92,4.39,0,10.67,158.14
