stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
19hpf,4.38,0,0,0,0,2.19
24hpf,2,0,0,0,0,0
2dpf,0,0,0,0.83,1.67,0
3dpf,0,0.57,0.57,2.3,1.72,0
5dpf,1.03,0,0,23.77,1.03,0
10dpf,0,0,0,15.06,0.63,0
