stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.83,0.83,0.83,0,3.34
3dpf,0.57,0,0,0,1.72
5dpf,0.52,0,0.52,0.52,4.13
10dpf,0,0,0.63,1.88,4.39
