stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,1.67,0,1.67,0,0.83,0
3dpf,5.17,0,0,0.57,0,0
5dpf,12.92,0.52,0.52,1.55,0,2.07
10dpf,8.16,0.63,0.63,1.88,0,0
