stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,30.03,0.83,4.17,0
3dpf,1.72,0,4.6,0,0,0
5dpf,0,0,38.76,0.52,0.52,1.55
10dpf,0.63,1.26,18.83,0,0.63,1.26
