stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,3.34,0,0,5,5.84,1.67,5.84,0.83
3dpf,39.08,0,0.57,0.57,12.64,0,0,0
5dpf,3.1,0.52,1.03,0,19.12,0,0.52,1.03
10dpf,6.9,0,0,0,3.14,0,0,0.63
