stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,0.83,0,1.67,3.34,0,0,0.83
3dpf,1.15,0,3.45,17.81,0,0,4.6
5dpf,1.55,0,1.03,17.06,0.52,0,5.17
10dpf,1.26,0.63,0,10.67,0,1.26,2.51
