stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,20.65,0,0,0,0,0
12hpf,0,0,0,1.93,25.06,1.93,0,0,0,1.93
14hpf,0,0,0,10.03,43.47,26.75,0,0,0,3.34
16hpf,0,0,0,2.05,59.47,18.46,0,2.05,0,4.1
19hpf,2.19,0,0,0,201.4,48.16,10.95,0,0,0
24hpf,19,2,2,4,292,89,26,0,21,11
2dpf,68.39,1.67,3.34,10.84,532.14,999.22,36.7,0.83,165.15,21.69
3dpf,85.05,2.3,2.3,6.32,91.94,833.81,4.02,0,36.2,4.02
5dpf,12.4,5.69,4.13,14.47,50.13,697.2,22.22,1.03,26.36,19.12
10dpf,38.28,5.65,1.88,3.77,21.96,548.46,39.53,0,23.22,4.39
