stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,41.29,0,0,0,10.32,0,0,0,0,0
12hpf,185.06,15.42,0,25.06,92.53,28.92,0,13.49,206.27,26.99
14hpf,46.81,3.34,10.03,0,13.38,0,0,0,20.06,3.34
16hpf,55.37,12.3,61.52,2.05,32.81,4.1,28.71,0,26.66,20.51
19hpf,81,0,63.49,0,32.84,17.51,166.38,2.19,2.19,41.59
24hpf,160,9,188,12,51,26,243,1,51,45
2dpf,78.4,8.34,167.65,38.37,79.24,120.11,276.91,3.34,57.55,55.05
3dpf,148.83,20.11,117.23,40.23,40.23,241.35,22.99,0,31.03,95.39
5dpf,81.14,15.5,321.98,137.99,52.72,589.18,105.95,9.82,143.68,250.15
10dpf,345.77,77.81,271.72,202.07,122.37,1529.3,121.11,0.63,229.68,123
