stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0.83,0,0.83,0.83,0,0.83
3dpf,1.72,0,3.45,0,0,1.15
5dpf,0,0.52,2.07,0,0,7.24
10dpf,1.88,1.26,1.88,0,0.63,8.79
