stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
12hpf,0,0,0,0,0,0,0,1.93
2dpf,19.18,0.83,0.83,9.17,6.67,2.5,2.5,0
3dpf,62.06,0.57,0.57,1.15,8.62,1.72,2.87,0
5dpf,3.62,0.52,0,0.52,4.65,1.55,2.07,1.55
10dpf,1.88,0,0,0,0,0,0,0
