stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0,0,0.83,10.84
3dpf,2.3,0.57,0,0,1.72,0,0,22.41
5dpf,1.55,1.55,1.03,1.55,7.24,0.52,0,187.09
10dpf,0.63,0.63,0,0.63,1.26,0,0,13.18
