stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,1.67,0,1.67,0,0
3dpf,2.87,0,1.72,0.57,0
5dpf,1.03,0.52,3.1,1.55,2.07
10dpf,5.02,0,1.88,0.63,0
