stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0,4.17,0,2.5,11.68
3dpf,0,0.57,2.3,0.57,0.57,4.6
5dpf,0,0,2.07,0.52,3.1,14.99
10dpf,0.63,0,0.63,0.63,0.63,1.26
