stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
24hpf,0,0,0,0,0,1,0
2dpf,0.83,2.5,1.67,0.83,0.83,10.01,0.83
3dpf,2.87,2.3,0,0,0,0.57,0
5dpf,0,6.72,0.52,0,1.03,4.13,3.1
10dpf,2.51,3.14,1.26,0,1.26,0.63,1.26
