stage,central_nervous_system,endoderm,mesenchyme,paraxial_mesoderm
2dpf,0.83,0,0.83,0
3dpf,1.72,0,1.15,0
5dpf,1.55,1.55,1.03,1.03
10dpf,2.51,2.51,1.26,0
