stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
24hpf,13,0,0,0,0
2dpf,2.5,2.5,2.5,10.84,2.5
3dpf,4.6,0,0.57,1.72,0
5dpf,2.58,0.52,0,1.03,1.03
10dpf,3.77,0,0,0,0.63
