stage,central_nervous_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,0,0,4.17,0.83,0,0,0
3dpf,16.66,1.72,5.75,0.57,0,0,0
5dpf,1.03,1.03,4.65,0.52,1.03,1.55,1.55
10dpf,2.51,0.63,0,0.63,0,0,0
