stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,5,1.67,5.84,2.5,0.83,2.5,4.17
3dpf,0.57,0,1.72,0,0,0,0
5dpf,0.52,0,3.62,0,0,1.03,1.55
10dpf,1.26,1.26,0,0,0,0,0
