stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
19hpf,0,0,17.51,2.19,0,0,0,0,0
24hpf,4,0,201,4,1,0,0,2,1
2dpf,5,0,123.44,0.83,0.83,4.17,0,0.83,2.5
3dpf,10.92,0,82.17,0.57,0.57,41.95,0,0,0.57
5dpf,9.82,2.58,430.52,8.79,3.1,43.41,2.07,8.27,19.12
10dpf,9.41,5.02,348.28,5.65,1.88,16.94,0,1.26,3.14
