stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,72.26,41.29,10.32,0,51.61,0,0,0,10.32,30.97
12hpf,125.3,9.64,5.78,1.93,25.06,9.64,0,1.93,50.12,38.56
14hpf,33.44,3.34,10.03,0,3.34,3.34,0,0,23.41,13.38
16hpf,104.59,0,0,0,20.51,12.3,4.1,2.05,28.71,38.97
19hpf,120.41,0,0,0,6.57,4.38,0,2.19,2.19,10.95
24hpf,66,1,0,10,12,6,0,0,18,5
2dpf,470.42,3.34,19.18,55.88,194.34,368.66,30.03,4.17,97.59,119.27
3dpf,1320.53,10.34,17.81,27.58,43.1,449.37,17.81,0,25.28,53.44
5dpf,140.06,14.99,53.75,60.99,32.04,320.43,32.56,15.5,59.44,220.69
10dpf,382.17,7.53,35.77,27.61,16.94,212.11,13.18,0,22.59,33.26
