stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,2.5,0,0,0,0.83
3dpf,2.87,0,6.9,0,1.72,0,0
5dpf,4.13,0,28.94,1.03,0.52,0.52,0
10dpf,6.28,0.63,37.65,0,0,0,0
