stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,1,0,3,4,0,0,0,0
2dpf,1.67,0.83,13.35,60.89,1.67,2.5,0,1.67
3dpf,3.45,0,0,25.28,0,1.15,0.57,1.72
5dpf,4.13,1.55,38.25,72.36,5.17,11.89,2.58,2.58
10dpf,4.39,1.26,36.4,96.01,4.39,1.26,0.63,0
