stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,5718.91,92.91,30.97,0,949.71,82.58,0,196.14,2240.08,2095.56
12hpf,4765.4,133.01,34.7,152.29,1270.39,179.28,13.49,285.31,2319.08,1509.43
14hpf,5570.88,90.28,247.45,347.76,1167.01,518.3,96.97,143.79,2193.57,2173.51
16hpf,4651.25,221.49,381.45,334.28,1525.81,586.53,153.81,219.44,2151.31,2315.37
19hpf,6944.09,61.3,172.95,225.49,917.27,354.65,218.92,91.95,770.59,2384.02
24hpf,5311,102,1173,322,1358,568,276,41,2011,1244
2dpf,2397.97,83.41,244.38,280.25,1151.86,1819.12,299.43,44.21,718.14,829.91
3dpf,6265.93,209.17,193.08,170.09,120.1,1849.78,79.3,0,199.4,426.96
5dpf,720.98,161.77,490.99,450.67,169.52,1770.14,159.18,102.85,542.15,1767.55
10dpf,2425.41,304.98,514.58,394.09,99.78,1531.18,75.93,3.14,328.83,389.7
