stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,1.67,0,0,0,0,0,0
3dpf,10.92,0,0.57,0.57,1.72,0,0.57
5dpf,0,0,0.52,0.52,1.55,0,0.52
10dpf,57.73,1.26,0.63,0,3.77,1.26,0
