stage,central_nervous_system,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,2.5,0,0,0.83,0
3dpf,34.48,0.57,0,0,0
5dpf,2.07,0,1.03,0,0.52
10dpf,13.18,0.63,0,0,0.63
