stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,0.83,0,0,0,0,0
3dpf,3.45,0.57,0,2.3,0,0
5dpf,1.03,0,0.52,1.03,2.07,0
10dpf,21.96,0,0,1.26,0,0.63
