stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,3.34,0,0,3.34,0,2.5
3dpf,3.45,0,0,0.57,0,6.32
5dpf,3.1,1.03,0,4.65,0.52,25.32
10dpf,3.14,0,0.63,0.63,0,8.16
