stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
19hpf,2.19,0,0,0,0
2dpf,55.88,5,0,0,1.67
3dpf,12.07,1.15,0,0,0
5dpf,24.29,2.58,1.03,0.52,0
10dpf,5.02,1.26,0,0,0
