stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,periderm
3dpf,1.15,1.15,0,0,0,0.57
5dpf,0,4.65,1.03,1.03,0.52,2.07
10dpf,0.63,6.9,0,0.63,0,0
