stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,1,0,0,0,0,0,0,0
2dpf,3.34,0,0,0.83,3.34,1.67,0,1.67
3dpf,101.71,0.57,0,0,5.75,0,0,1.72
5dpf,5.17,1.55,1.55,0,4.13,2.07,0.52,7.75
10dpf,55.22,1.26,3.14,0,4.39,2.51,0.63,1.88
