stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,periderm
3dpf,47.12,0,0,0,0,0.57
5dpf,0.52,0,0.52,1.03,0.52,0
10dpf,13.81,0.63,0,0,0,0
