stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,20.65,0,0,0,0,0,0,0,454.21
12hpf,3.86,23.13,0,0,1.93,0,0,0,3.86,362.42
14hpf,26.75,0,3.34,0,0,10.03,0,0,0,1722.09
16hpf,98.44,8.2,2.05,2.05,16.41,6.15,0,0,43.07,1925.72
19hpf,26.27,2.19,0,17.51,2.19,2.19,0,0,2.19,2075.35
24hpf,34,3,1,1,7,4,0,0,28,917
2dpf,105.93,0.83,3.34,6.67,15.01,40.04,12.51,0.83,10.01,1221.09
3dpf,156.3,12.64,5.17,7.47,3.45,55.74,3.45,0,3.45,526.37
5dpf,48.58,5.17,14.47,12.4,2.58,60.47,3.1,2.07,14.99,2038.37
10dpf,57.73,8.79,16.32,6.28,2.51,27.61,2.51,0,4.39,445.55
