stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,61.94,0,0,0,0,10.32,0,0,10.32,258.07
12hpf,3.86,0,0,0,0,0,0,0,0,11.57
14hpf,150.47,0,0,0,0,3.34,0,0,10.03,160.51
16hpf,92.29,0,2.05,0,18.46,12.3,0,0,10.25,24.61
19hpf,26.27,0,0,0,19.7,6.57,10.95,0,4.38,24.08
24hpf,43,0,1,0,21,8,14,0,16,15
2dpf,60.89,0.83,0.83,3.34,11.68,36.7,10.01,0,45.04,62.56
3dpf,261.46,3.45,1.15,1.72,1.72,157.45,2.3,0,30.46,43.67
5dpf,115.77,5.69,5.69,7.24,9.3,313.72,8.79,4.65,129.72,236.19
10dpf,199.56,4.39,2.51,2.51,10.04,183.87,4.39,0,82.83,32.63
