stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
3dpf,1.15,0,0,0,0.57,0,0
5dpf,0,0.52,0.52,0,2.07,0.52,10.34
10dpf,3.77,0.63,0.63,1.26,5.02,0,0
