stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,103.23,0,10.32,0,30.97,0,0,0,165.17,0
12hpf,40.48,0,3.86,1.93,15.42,3.86,0,1.93,98.32,9.64
14hpf,26.75,0,13.38,3.34,16.72,3.34,0,0,50.16,16.72
16hpf,38.97,2.05,18.46,4.1,24.61,16.41,4.1,2.05,92.29,26.66
19hpf,98.51,0,4.38,0,15.32,19.7,13.14,0,35.03,8.76
24hpf,50,0,9,1,24,10,4,0,29,10
2dpf,102.59,7.51,15.01,25.02,65.06,129.28,18.35,0.83,50.04,32.53
3dpf,214.34,5.75,5.75,6.9,6.9,81.02,5.17,0,10.92,13.22
5dpf,48.58,8.27,30.49,31.53,11.37,202.08,10.85,6.72,54.78,125.59
10dpf,124.88,12.55,14.43,29.49,11.3,214.62,5.02,0.63,45.18,24.47
