stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,0,0,0,1,0,0,0
2dpf,2.5,0,0,2.5,0.83,0,4.17
3dpf,9.77,0,0,5.17,0,0.57,1.15
5dpf,3.62,0,2.07,1.55,0,0,0.52
10dpf,1.88,0.63,0.63,3.14,0.63,0.63,0.63
