stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,144.52
12hpf,0,0,0,0,0,0,0,7.71
14hpf,0,0,0,0,0,0,0,300.95
16hpf,0,0,0,0,0,0,0,12.3
19hpf,0,0,0,0,0,0,0,468.49
24hpf,1,0,0,0,0,0,0,20
2dpf,6.67,0,0,0.83,0.83,1.67,0.83,167.65
3dpf,4.6,0,0,0,0,2.87,0,12.64
5dpf,1.03,0,0.52,0.52,0,3.1,0.52,46
10dpf,3.77,0.63,0,0,0,2.51,0,13.81
