stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0.83,0,0,0,0,0
3dpf,1.72,8.62,0,0.57,0.57,1.15,0.57
5dpf,0,12.4,1.03,0,0,0,1.55
10dpf,0.63,6.28,0.63,0,0,0,0
