stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,periderm
2dpf,2.5,0,0.83,0,0.83,40.04,0.83,0
3dpf,1.72,0,0,0,1.15,0.57,0,0
5dpf,0.52,1.03,0.52,0.52,0.52,0.52,0,1.03
10dpf,5.02,0.63,0,0,1.88,4.39,0,0
