stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,12.51,0.83,0.83,5,7.51,0,4.17,0
3dpf,12.07,0.57,0,0.57,3.45,0,0.57,0
5dpf,2.58,0,0.52,0,3.1,0.52,1.03,2.58
10dpf,1.26,0,0,0,0.63,0,0,0
