stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
3dpf,4.02,1.72,0,0,0.57,1.15,0,0
5dpf,0.52,17.06,0.52,0.52,1.03,5.69,1.03,2.58
10dpf,1.26,24.47,0,0.63,0,0.63,0.63,0.63
