stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0,5,0,0
3dpf,2.3,0,0,0,4.6,0,0
5dpf,3.62,1.03,1.03,1.03,9.3,0.52,3.62
10dpf,0,0.63,0,0,2.51,0.63,1.26
