stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord
2dpf,4.17,0,0,0,0.83,0.83
3dpf,11.49,0.57,0.57,0.57,0,0
5dpf,2.58,0,0,1.03,0,0
10dpf,1.88,0,0,0,1.26,0
