stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
19hpf,0,0,0,2.19,0,0,0,0,0
2dpf,10.01,0.83,0,5,2.5,0.83,0,0,0
3dpf,218.94,1.15,0.57,5.17,4.02,0,0,0.57,0
5dpf,12.92,1.03,1.03,31.53,8.27,0,0.52,0,1.55
10dpf,173.2,1.88,0.63,27.61,11.3,0,0,1.88,1.26
