stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,1104.55,10.32,0,0,82.58,30.97,0,10.32,10.32,41.29
12hpf,611.1,9.64,0,19.28,109.88,21.21,0,7.71,32.77,59.76
14hpf,230.73,3.34,46.81,63.53,36.78,26.75,3.34,0,23.41,110.35
16hpf,92.29,14.36,32.81,49.22,57.42,8.2,2.05,4.1,26.66,67.68
19hpf,151.05,2.19,2.19,91.95,56.92,17.51,0,0,0,56.92
24hpf,82,1,6,136,82,46,4,1,18,29
2dpf,375.33,8.34,23.35,250.22,316.95,728.98,52.55,17.52,157.64,273.58
3dpf,344.79,12.64,8.05,98.84,48.27,1035.51,13.79,0,45.4,116.65
5dpf,344.72,37.73,74.42,356.61,56.33,901.87,41.86,34.63,99.75,512.69
10dpf,235.32,23.85,55.22,153.12,27.61,436.14,22.59,1.26,38.28,121.11
