stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest
2dpf,3.34,0,0,2.5,0,0.83
3dpf,21.26,0,0,0,0,0.57
5dpf,2.58,0.52,1.55,0,1.03,14.99
10dpf,38.28,0.63,0,0,0,0.63
