stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,5.84,2.5,0.83,3.34,0,0.83,0
3dpf,2.87,0.57,1.15,8.62,0.57,1.15,0
5dpf,6.2,1.03,0,7.24,1.03,0.52,2.07
10dpf,10.67,0.63,0.63,2.51,1.88,0,0.63
